,,mitubati555,kumiko0402,matosa3,toge7188,fumygo,rag_55,yutapon1967,minshle,yoimachigusa,a0508,Weetabix,ma20020607 ,from201905,とんとん囃�,Ralphy,itu1,mirin036,perimakko37,ISHICN,ranbt2943,adagietto,kamihamuroabu,109960,mikalemon,sr15,daizu810,摩天楼さ�,soshisoyamama,heidi1001,rssk,����N
Q70_2,3,2,2,2,2,4,4,4,2,2,5,6,5,5,3,3,4,2,5,3,4,4,3,5,3,5,3,3,2,4,1,3
Q71_2,3,2,2,3,5,4,4,4,2,2,4,5,5,4,4,3,3,2,3,3,3,4,3,5,4,3,3,4,3,5,3,2
Q72_2,3,2,1,3,2,6,6,2,3,3,5,4,6,3,2,2,5,5,3,4,2,5,1,6,7,6,4,4,2,1,1,2
Q73_2,6,5,3,4,4,7,5,5,5,4,6,6,4,5,6,5,6,6,4,4,4,5,5,5,5,5,4,6,3,5,3,3
Q74_2,4,4,2,3,3,4,5,4,3,1,4,5,4,5,2,3,3,1,3,4,3,3,3,4,4,7,3,2,2,1,1,2
Q75_2,4,6,3,3,3,5,6,3,5,4,5,6,5,6,6,3,5,4,5,3,3,4,3,6,4,7,2,5,2,4,4,2
Q76_2,5,5,5,3,4,5,5,5,3,5,5,7,5,5,5,6,3,5,4,4,6,5,4,5,6,7,3,6,5,4,2,2
Q77_2,3,4,2,3,2,3,4,3,3,4,4,4,5,4,4,1,4,2,4,4,4,3,4,5,3,5,1,3,4,3,1,2
Q78_2,3,6,5,5,4,6,5,5,6,6,5,7,5,5,7,5,5,6,5,4,5,5,4,5,4,6,5,6,4,4,2,3
Q79_2,3,3,5,4,4,6,5,5,6,4,4,7,4,6,6,3,4,4,3,4,5,5,4,6,5,5,4,6,5,4,4,3
Q80_2,4,3,5,5,2,4,3,5,5,3,4,6,3,4,5,3,4,5,5,3,5,4,4,5,4,7,2,6,3,3,3,3
Q81_2,4,5,5,4,6,6,6,5,6,5,5,7,5,6,6,6,5,5,4,3,6,5,4,6,6,7,3,7,5,5,4,3
Q82_2,4,5,4,4,4,5,6,5,5,5,5,6,4,6,3,3,6,5,3,4,5,5,5,5,6,7,4,6,4,4,3,2
Q83_2,4,3,4,3,5,6,5,5,5,2,5,7,4,5,4,5,5,6,5,3,4,4,4,4,5,5,5,5,3,4,1,3
Q84_2,4,4,2,3,2,5,3,5,2,4,4,4,4,5,4,3,3,4,3,3,4,4,4,5,2,3,2,3,3,4,2,3
Q85_2,4,5,6,5,5,5,4,5,5,5,5,6,5,4,5,4,5,6,4,4,4,6,5,6,6,5,5,6,4,5,4,4
Q86_2,4,5,5,4,5,4,5,4,5,5,5,7,5,5,4,5,4,2,6,4,4,6,5,6,5,7,6,3,4,5,3,4
Q87_2,4,6,6,4,4,6,6,4,7,5,6,7,6,5,6,3,5,5,5,3,5,5,5,5,7,5,3,5,3,5,3,2
Q88_2,4,4,5,2,5,5,3,4,3,3,2,3,4,4,4,4,2,3,5,3,4,4,3,6,4,6,1,3,1,1,1,2
Q89_2,4,4,4,3,1,6,7,5,6,6,6,7,6,6,5,6,5,5,6,3,5,6,4,6,7,7,6,6,3,5,3,2
Q90_2,4,3,4,4,3,4,7,4,5,3,5,5,4,4,3,4,5,5,4,3,4,5,4,5,5,7,2,4,4,3,1,1
Q91_2,3,5,3,5,2,4,5,5,3,4,4,4,4,4,2,5,4,2,5,3,4,5,4,6,3,6,1,5,3,3,4,2
Q92_2,4,2,2,2,2,4,4,3,3,1,3,7,3,5,2,2,3,2,5,3,3,3,3,4,2,4,2,5,1,2,1,1
Q93_2,4,5,5,5,6,7,7,6,6,6,5,7,5,6,6,6,4,7,7,4,6,5,5,6,5,6,6,7,4,5,5,4
Q94_2,4,5,5,4,4,6,4,5,6,4,4,6,3,4,3,4,5,5,3,5,5,4,4,5,5,6,1,6,3,5,2,3
Q95_2,4,2,2,2,2,4,2,3,2,5,5,5,4,5,3,4,4,4,4,4,4,4,3,4,3,7,1,2,3,2,1,2
Q96_2,4,5,3,5,6,6,5,5,6,4,4,4,4,4,5,4,4,6,6,3,5,5,4,6,5,4,3,6,3,5,2,3
Q97_2,5,5,3,2,2,6,6,3,5,5,6,7,6,6,4,2,3,5,5,3,3,6,5,6,5,7,5,6,4,5,2,4
Q98_2,4,3,4,4,5,5,6,4,5,3,5,5,4,5,4,5,3,4,6,3,5,4,4,6,4,6,6,6,3,3,2,4
Q99_2,3,4,3,2,5,4,4,4,3,3,4,4,4,5,3,2,4,2,4,4,4,4,4,4,4,6,2,3,1,4,1,1
Q100_2,4,3,2,5,4,6,4,5,2,5,5,4,4,5,5,4,4,4,4,4,4,5,6,5,5,6,2,5,2,4,2,4
Q101_2,4,3,1,2,2,3,6,2,5,2,5,5,5,3,3,2,3,1,6,3,2,4,3,5,3,6,4,2,3,1,1,2
Q102_2,4,5,4,2,3,5,5,4,6,4,3,5,5,5,3,5,2,4,6,4,5,6,5,5,5,6,2,3,3,4,3,3
Q103_2,3,4,5,3,5,5,6,4,5,4,5,5,5,4,4,3,4,4,5,3,4,4,5,5,6,5,4,4,6,5,4,3
Q104_2,4,6,5,5,3,6,4,5,4,6,5,6,5,5,5,4,5,5,5,3,5,6,4,6,3,5,3,3,2,4,3,3
Q105_2,3,4,2,3,1,5,6,2,3,1,5,5,5,5,2,3,4,4,5,3,4,4,2,4,5,7,1,3,1,2,1,2
Q106_2,4,5,5,4,6,6,5,6,7,3,5,5,5,5,5,3,4,7,7,3,5,4,6,6,5,6,6,5,4,7,3,4
Q107_2,4,3,5,2,6,6,5,3,5,3,5,4,5,6,4,3,5,3,6,3,2,4,3,5,3,5,3,2,4,5,1,3
Q108_2,4,5,4,5,5,5,5,4,5,4,5,5,5,5,5,3,5,7,6,5,4,5,4,5,4,3,3,6,5,3,1,3
Q109_2,4,5,3,5,3,5,6,5,6,5,5,6,6,5,4,5,5,5,4,3,5,6,5,6,5,6,4,3,5,5,3,3
Q110_2,7,6,6,5,3,7,4,5,6,6,5,6,5,5,6,4,6,4,5,4,5,5,6,5,5,5,6,5,4,6,2,3
Q111_2,2,3,5,4,5,3,4,5,3,1,5,5,4,5,4,3,5,4,4,4,4,4,3,6,3,3,3,5,3,3,2,2
Q112_2,5,4,3,4,2,5,4,4,2,2,5,7,4,5,3,2,4,2,3,3,5,4,4,5,4,5,1,3,2,3,1,2
Q113_2,3,2,5,3,5,6,5,5,5,3,4,7,5,4,4,5,5,5,3,4,5,5,3,6,5,6,1,6,4,4,2,3
Q114_2,3,3,3,4,2,6,3,4,3,2,3,4,3,4,3,3,4,2,4,4,4,4,4,5,3,6,2,4,3,2,1,2
Q115_2,3,3,2,4,3,4,5,5,5,1,3,3,4,4,3,4,3,2,3,4,5,4,3,4,3,5,2,3,3,2,1,2
Q116_2,3,2,2,3,2,4,3,4,2,3,3,5,2,3,3,1,3,2,3,4,4,3,3,5,3,3,4,3,1,3,1,1
Q117_2,3,4,2,3,6,3,4,4,3,2,5,4,3,4,3,4,4,4,5,3,3,4,3,6,2,5,3,2,2,4,1,2
Q118_2,4,5,2,3,5,6,5,5,6,3,5,7,5,5,5,4,5,5,5,3,4,4,4,6,5,6,4,2,3,3,1,4
Q119_2,3,4,5,2,2,4,7,4,5,3,5,6,5,4,3,3,4,4,6,4,4,5,3,5,5,7,2,5,3,3,1,2
Q120_2,3,3,2,2,3,5,5,4,3,2,5,2,4,3,4,5,3,3,4,4,5,4,5,4,3,5,3,3,4,4,3,3
Q121_2,6,7,6,5,4,6,6,5,5,6,6,6,7,5,4,4,6,6,7,3,5,6,3,5,6,7,5,5,6,6,1,3
Q122_2,4,5,6,3,5,6,6,5,5,5,5,7,4,5,6,5,5,5,5,4,5,6,5,4,5,6,1,5,4,5,1,4
Q123_2,5,5,4,5,5,6,6,6,6,1,6,7,5,6,6,6,5,6,6,3,6,6,5,5,6,7,3,5,4,5,3,4
Q124_2,3,4,5,3,2,5,5,4,5,4,5,6,5,5,3,3,3,5,4,4,4,4,4,4,4,6,1,3,4,4,1,3
Q125_2,3,4,5,4,4,5,5,4,5,4,4,5,4,4,2,3,4,5,4,4,4,5,4,4,5,5,2,2,2,3,2,2
Q126_2,3,3,6,4,4,5,4,4,3,4,4,5,3,5,6,3,4,6,3,5,5,5,3,6,3,5,3,4,2,4,4,3
Q127_2,4,4,3,3,2,6,5,4,4,4,5,4,5,5,3,4,4,4,6,4,4,4,5,4,5,6,1,3,5,4,1,2
Q128_2,7,6,5,3,5,6,7,5,6,6,6,6,6,5,7,4,7,6,7,5,5,6,6,6,6,7,6,5,5,6,2,2
Q129_2,3,4,3,3,3,4,5,4,5,6,5,5,5,5,3,4,3,4,2,4,4,3,3,5,6,4,2,3,3,4,1,3
Q130_2,6,3,5,5,6,3,6,4,6,5,5,7,5,5,6,4,6,4,6,4,5,5,5,5,7,7,4,3,5,3,1,3
Q131_2,3,6,3,3,4,5,5,4,3,4,5,4,5,3,3,4,3,4,6,4,3,4,4,5,5,6,4,2,3,4,2,2
Q132_2,3,4,5,5,4,6,5,5,6,4,6,6,6,5,3,5,5,2,7,3,5,5,5,4,5,7,6,6,4,4,1,4
Q133_2,3,3,4,5,5,4,5,4,4,4,4,5,5,5,2,5,5,4,6,4,4,4,5,6,4,7,5,5,1,4,1,2
Q134_2,4,5,3,2,3,6,5,4,6,5,5,7,5,3,3,2,3,2,4,4,3,4,4,5,5,6,3,2,2,5,1,3
Q135_2,4,4,3,5,2,6,4,4,5,4,5,7,5,5,5,5,5,4,5,3,4,4,4,5,6,6,2,5,5,5,2,3
Q136_2,4,6,4,5,5,6,5,5,5,4,5,7,6,5,4,5,5,7,4,3,4,4,5,5,5,6,4,5,5,6,5,3
Q137_2,4,2,5,4,3,6,6,5,6,6,5,5,5,6,5,3,5,4,6,3,4,4,5,6,4,7,7,3,4,6,3,3
Q138_2,4,5,5,5,5,6,6,5,6,6,6,7,6,6,6,4,5,7,5,3,5,6,5,6,6,7,6,5,4,6,4,4
Q139_2,4,5,4,5,6,6,6,5,6,4,5,6,6,5,5,4,3,7,7,4,5,6,4,5,6,7,3,5,4,5,1,4
Q140_2,6,4,2,5,5,6,5,5,1,3,4,7,5,4,1,2,3,3,3,3,2,6,1,6,7,7,2,4,5,7,1,4
Q141_2,4,5,5,5,4,5,6,5,6,5,5,6,5,6,7,3,5,7,6,3,6,5,6,6,5,6,3,6,4,6,2,3
Q142_2,4,3,5,5,5,5,5,4,6,4,4,7,4,4,4,3,4,5,3,3,4,4,5,4,5,5,2,6,4,2,1,2
Q143_2,4,5,4,4,3,6,5,4,5,5,5,5,5,4,5,4,4,5,5,4,4,4,3,4,4,7,1,2,3,3,1,2
Q144_2,5,5,2,3,3,4,4,5,5,6,5,5,5,5,5,5,5,6,4,4,4,4,5,6,5,6,2,4,5,6,3,3
Q145_2,4,6,5,5,4,5,4,5,5,6,5,7,5,7,6,4,5,6,5,5,6,5,4,5,5,3,3,5,4,3,4,3
Q146_2,6,5,5,5,5,5,7,5,5,6,5,6,5,5,6,6,5,6,5,5,5,5,7,6,4,6,6,5,5,5,3,4
Q147_2,3,6,5,4,5,5,3,6,3,4,4,4,4,5,4,5,3,5,2,4,5,5,3,5,3,5,3,4,3,4,4,4
Q148_2,3,3,5,4,5,6,4,4,5,5,5,6,4,5,3,2,4,2,5,3,4,4,4,5,5,6,5,3,3,3,3,1
Q149_2,4,5,3,3,5,3,6,4,4,3,5,6,5,4,2,6,4,4,5,4,3,4,3,4,5,6,4,3,4,5,2,3
Q150_2,4,5,6,5,5,4,5,6,6,1,5,5,5,5,3,4,3,5,6,4,5,5,4,6,6,7,3,3,5,3,1,4
Q151_2,4,3,5,3,2,5,5,3,6,4,5,7,5,4,2,3,5,3,5,3,3,4,3,5,4,7,4,2,4,3,1,3
Q152_2,3,2,2,2,5,4,5,4,5,3,5,4,3,4,3,5,4,4,4,4,4,4,4,5,2,4,1,4,3,4,1,1
Q153_2,3,5,4,5,3,6,5,4,5,5,4,4,5,4,4,4,5,6,5,4,4,4,4,5,5,6,3,4,2,4,3,2
Q154_2,3,2,2,2,3,3,2,4,2,1,4,4,2,4,2,3,3,2,2,4,4,4,2,4,2,3,1,3,1,3,1,2
Q155_2,2,3,2,3,2,3,3,4,2,4,5,3,4,6,2,4,5,2,3,4,4,3,3,4,4,2,2,2,5,4,1,2
Q156_2,4,2,3,3,1,6,5,3,6,6,5,7,5,5,6,2,5,6,5,4,3,5,4,5,5,7,5,5,1,3,1,2
Q157_2,4,2,2,3,4,3,4,4,2,4,4,5,5,4,6,3,4,4,4,4,4,3,4,4,3,5,3,3,2,2,1,1
Q158_2,5,4,3,4,2,5,5,4,6,4,5,7,5,5,5,2,6,5,3,4,4,3,4,4,5,6,5,3,2,4,1,3
Q159_2,3,3,2,3,1,3,4,3,6,3,4,5,4,5,2,1,5,1,3,3,3,3,1,4,2,5,1,2,1,3,1,2
Q160_2,3,4,2,3,1,3,5,4,5,1,5,4,5,5,2,2,5,1,4,3,4,4,2,4,3,6,2,2,2,3,1,2
Q161_2,4,2,3,5,2,5,3,4,2,2,4,5,4,4,3,3,4,4,4,4,4,4,3,4,4,4,1,3,2,4,2,2
Q162_2,4,3,5,4,3,5,5,4,2,4,3,5,4,4,4,6,4,2,3,5,4,5,3,4,5,4,3,3,3,3,2,3
Q163_2,4,4,5,3,4,4,3,4,2,4,4,4,3,3,2,3,4,4,3,4,4,4,4,3,3,5,1,2,4,4,1,2
Q64_2.1,4,3,1,1,1,5,6,2,1,5,5,3,5,3,2,4,6,6,3,3,1,4,2,5,4,6,4,3,1,1,1,4
Q165_2,4,5,4,3,5,5,5,4,6,4,5,5,6,5,5,3,5,5,6,5,4,5,5,5,5,7,5,3,3,4,1,3
Q166_2,4,5,5,3,2,5,6,5,5,7,5,6,6,5,6,5,6,2,6,4,4,4,6,6,5,6,5,3,4,5,1,2
Q167_2,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,4,4,6,7,5,5,5,5,1,2
Q168_2,3,2,4,3,5,5,4,4,3,3,4,6,5,4,3,3,4,2,4,4,4,4,4,4,3,6,5,3,5,3,1,2
Q169_2,4,4,6,5,5,6,5,5,2,4,5,7,6,5,5,5,5,5,7,4,5,5,5,5,5,7,2,5,4,5,3,3
Q170_2,5,5,6,3,5,4,6,5,5,5,6,6,6,4,6,4,5,3,5,3,4,4,5,6,5,7,6,3,4,5,2,2
Q171_2,4,4,5,5,6,6,6,5,6,6,5,7,5,6,7,6,5,6,4,5,6,5,4,6,6,6,6,6,6,4,4,4
Q172_2,3,6,5,4,3,6,4,4,3,2,4,6,3,5,4,3,3,4,3,4,3,4,4,5,3,5,2,2,4,4,2,2
Q173_2,3,3,5,4,3,5,6,4,3,4,4,5,5,4,4,3,3,4,5,4,4,4,4,5,4,4,5,3,3,5,1,3
Q174_2,3,2,5,4,3,5,3,4,2,3,3,3,3,4,4,3,3,2,3,5,4,4,4,4,3,4,1,3,5,3,1,2
Q175_2,4,3,5,3,5,5,5,5,3,6,5,6,4,5,5,5,5,3,5,4,4,5,5,5,4,6,5,3,3,4,1,1
Q176_2,3,5,3,5,3,6,3,4,3,2,3,5,5,3,4,4,3,2,3,5,4,6,4,5,4,4,2,5,3,3,4,3
Q177_2,4,3,5,4,3,6,7,5,5,6,5,6,5,5,7,4,6,4,5,3,5,5,5,5,6,7,5,5,6,6,4,4
Q178_2,3,2,2,5,5,6,2,5,5,1,3,3,3,3,4,3,5,5,3,5,5,4,4,5,2,5,1,4,3,4,3,2
Q179_2,3,5,2,2,1,3,5,3,5,3,5,6,5,4,3,3,4,5,4,3,4,4,4,5,4,6,3,3,3,2,1,2
Q180_2,3,4,3,3,2,6,5,5,4,5,5,5,4,5,5,3,4,5,4,3,5,4,4,5,6,7,3,5,4,4,1,3
